user_id,group,revenue_total,converted
1636,B,0,0
1637,B,1886,1
1638,B,0,0
1639,B,0,0
1640,B,0,0
1641,B,0,0
1642,B,0,0
1643,B,2010,1
1644,B,0,0
1645,B,0,0
1646,B,0,0
1647,B,0,0
1648,B,0,0
1649,B,0,0
1650,B,0,0
1651,B,0,0
1652,B,2219,1
1653,B,2548,1
1654,B,0,0
1655,B,0,0
1656,B,0,0
1657,B,1216,1
1658,B,0,0
1659,B,0,0
1660,B,0,0
1661,B,0,0
1662,B,0,0
1663,B,0,0
1664,B,0,0
1665,B,0,0
1666,B,0,0
1667,B,0,0
1668,B,0,0
1669,B,0,0
1670,B,0,0
1671,B,0,0
1672,B,0,0
1673,B,2296,1
1674,B,0,0
1675,B,0,0
1676,B,3357,1
1677,B,2182,1
1678,B,0,0
1679,B,0,0
1680,B,0,0
1681,B,0,0
1682,B,0,0
1683,B,0,0
1684,B,0,0
1685,B,0,0
1686,B,0,0
1687,B,1258,1
1688,B,0,0
1689,B,0,0
1690,B,0,0
1691,B,0,0
1692,B,0,0
1693,B,0,0
1694,B,0,0
1695,B,0,0
1696,B,0,0
1697,B,996,1
1698,B,0,0
1699,B,0,0
1700,B,0,0
1701,B,0,0
1702,B,0,0
1703,B,0,0
1704,B,0,0
1705,B,0,0
1706,B,0,0
1707,B,0,0
1708,B,2349,1
1709,B,0,0
1710,B,0,0
1711,B,0,0
1712,B,0,0
1713,B,1241,1
1714,B,1254,1
1715,B,0,0
1716,B,0,0
1717,B,1013,1
1718,B,0,0
1719,B,0,0
1720,B,0,0
1721,B,0,0
1722,B,0,0
1723,B,0,0
1724,B,0,0
1725,B,0,0
1726,B,0,0
1727,B,0,0
1728,B,2306,1
1729,B,0,0
1730,B,2122,1
1731,B,0,0
1732,B,0,0
1733,B,0,0
1734,B,0,0
1735,B,0,0
1736,B,0,0
1737,B,0,0
1738,B,0,0
1739,B,0,0
1740,B,0,0
1741,B,0,0
1742,B,0,0
1743,B,0,0
1744,B,1238,1
1745,B,0,0
1746,B,0,0
1747,B,0,0
1748,B,0,0
1749,B,0,0
1750,B,0,0
1751,B,2914,1
1752,B,0,0
1753,B,0,0
1754,B,1166,1
1755,B,974,1
1756,B,0,0
1757,B,0,0
1758,B,1245,1
1759,B,0,0
1760,B,0,0
1761,B,0,0
1762,B,0,0
1763,B,0,0
1764,B,2034,1
1765,B,0,0
1766,B,1246,1
1767,B,1152,1
1768,B,0,0
1769,B,0,0
1770,B,0,0
1771,B,0,0
1772,B,0,0
1773,B,0,0
1774,B,0,0
1775,B,2215,1
1776,B,0,0
1777,B,1023,1
1778,B,0,0
1779,B,0,0
1780,B,0,0
1781,B,2029,1
1782,B,0,0
1783,B,0,0
1784,B,0,0
1785,B,0,0
1786,B,0,0
1787,B,2400,1
1788,B,0,0
1789,B,0,0
1790,B,0,0
1791,B,0,0
1792,B,0,0
1793,B,928,1
1794,B,0,0
1795,B,0,0
1796,B,0,0
1797,B,0,0
1798,B,0,0
1799,B,0,0
1800,B,908,1
1801,B,0,0
1802,B,0,0
1803,B,0,0
1804,B,0,0
1805,B,0,0
1806,B,0,0
1807,B,0,0
1808,B,0,0
1809,B,0,0
1810,B,0,0
1811,B,0,0
1812,B,0,0
1813,B,0,0
1814,B,0,0
1815,B,0,0
1816,B,0,0
1817,B,0,0
1818,B,3487,1
1819,B,0,0
1820,B,0,0
1821,B,0,0
1822,B,0,0
1823,B,0,0
1824,B,0,0
1825,B,1090,1
1826,B,0,0
1827,B,0,0
1828,B,0,0
1829,B,0,0
1830,B,0,0
1831,B,0,0
1832,B,2961,1
1833,B,0,0
1834,B,0,0
1835,B,0,0
1836,B,0,0
1837,B,0,0
1838,B,1098,1
1839,B,0,0
1840,B,0,0
1841,B,0,0
1842,B,0,0
1843,B,0,0
1844,B,0,0
1845,B,0,0
1846,B,0,0
1847,B,0,0
1848,B,2296,1
1849,B,0,0
1850,B,0,0
1851,B,0,0
1852,B,0,0
1853,B,0,0
1854,B,2102,1
1855,B,0,0
1856,B,3248,1
1857,B,0,0
1858,B,2122,1
1859,B,0,0
1860,B,0,0
1861,B,0,0
1862,B,0,0
1863,B,0,0
1864,B,1008,1
1865,B,0,0
1866,B,0,0
1867,B,961,1
1868,B,0,0
1869,B,0,0
1870,B,0,0
1871,B,2174,1
1872,B,0,0
1873,B,0,0
1874,B,0,0
1875,B,0,0
1876,B,2097,1
1877,B,0,0
1878,B,0,0
1879,B,0,0
1880,B,0,0
1881,B,0,0
1882,B,0,0
1883,B,0,0
1884,B,3116,1
1885,B,0,0
1886,B,0,0
1887,B,0,0
1888,B,0,0
1889,B,2134,1
1890,B,0,0
1891,B,0,0
1892,B,989,1
1893,B,0,0
1894,B,1961,1
1895,B,0,0
1896,B,1125,1
1897,B,0,0
1898,B,2035,1
1899,B,0,0
1900,B,0,0
1901,B,0,0
1902,B,0,0
1903,B,0,0
1904,B,0,0
1905,B,1142,1
1906,B,0,0
1907,B,0,0
1908,B,0,0
1909,B,3166,1
1910,B,0,0
1911,B,3690,1
1912,B,0,0
1913,B,0,0
1914,B,2149,1
1915,B,0,0
1916,B,0,0
1917,B,0,0
1918,B,0,0
1919,B,0,0
1920,B,993,1
1921,B,0,0
1922,B,0,0
1923,B,0,0
1924,B,0,0
1925,B,0,0
1926,B,0,0
1927,B,0,0
1928,B,0,0
1929,B,0,0
1930,B,2254,1
1931,B,0,0
1932,B,0,0
1933,B,1203,1
1934,B,0,0
1935,B,0,0
1936,B,0,0
1937,B,0,0
1938,B,0,0
1939,B,993,1
1940,B,0,0
1941,B,0,0
1942,B,0,0
1943,B,0,0
1944,B,0,0
1945,B,0,0
1946,B,0,0
1947,B,0,0
1948,B,0,0
1949,B,0,0
1950,B,2286,1
1951,B,0,0
1952,B,0,0
1953,B,0,0
1954,B,0,0
1955,B,2036,1
1956,B,0,0
1957,B,0,0
1958,B,0,0
1959,B,0,0
1960,B,2036,1
1961,B,3398,1
1962,B,0,0
1963,B,3630,1
1964,B,3247,1
1965,B,0,0
1966,B,0,0
1967,B,0,0
1968,B,0,0
1969,B,0,0
1970,B,3366,1
1971,B,0,0
1972,B,0,0
1973,B,3231,1
1974,B,0,0
1975,B,0,0
1976,B,0,0
1977,B,0,0
1978,B,2894,1
1979,B,0,0
1980,B,0,0
1981,B,0,0
1982,B,1037,1
1983,B,0,0
1984,B,0,0
1985,B,0,0
1986,B,0,0
1987,B,0,0
1988,B,0,0
1989,B,0,0
1990,B,0,0
1991,B,0,0
1992,B,0,0
1993,B,1283,1
1994,B,0,0
1995,B,0,0
1996,B,0,0
1997,B,0,0
1998,B,0,0
1999,B,0,0
2000,B,0,0
